Дата;  1-кімнатна ; 2-кімнатна ; 3-кімнатна ; Курс долара 
01.03.23; 9 343,00 ? ; 12 029,00 ? ; 15 708,00 ? ; 36,93 ? 
02.03.23; 9 356,00 ? ; 12 033,00 ? ; 15 686,00 ? ; 36,89 ? 
03.03.23; 9 363,00 ? ; 12 038,00 ? ; 15 665,00 ? ; 36,93 ? 
04.03.23; 9 367,00 ? ; 12 042,00 ? ; 15 643,00 ? ; 36,93 ? 
05.03.23; 9 366,00 ? ; 12 047,00 ? ; 15 619,00 ? ; 36,93 ? 
06.03.23; 9 360,00 ? ; 12 051,00 ? ; 15 595,00 ? ; 36,92 ? 
07.03.23; 9 350,00 ? ; 12 056,00 ? ; 15 568,00 ? ; 36,93 ? 
08.03.23; 9 336,00 ? ; 12 060,00 ? ; 15 541,00 ? ; 36,93 ? 
09.03.23; 9 317,00 ? ; 12 065,00 ? ; 15 514,00 ? ; 36,91 ? 
10.03.23; 9 293,00 ? ; 12 065,00 ? ; 15 487,00 ? ; 36,93 ? 
11.03.23; 9 266,00 ? ; 12 060,00 ? ; 15 458,00 ? ; 36,93 ? 
12.03.23; 9 233,00 ? ; 12 056,00 ? ; 15 427,00 ? ; 36,93 ? 
13.03.23; 9 202,00 ? ; 12 051,00 ? ; 15 396,00 ? ; 36,88 ? 
14.03.23; 9 173,00 ? ; 12 047,00 ? ; 15 361,00 ? ; 36,87 ? 
15.03.23; 9 147,00 ? ; 12 042,00 ? ; 15 322,00 ? ; 36,75 ? 
16.03.23; 9 122,00 ? ; 12 036,00 ? ; 15 282,00 ? ; 36,94 ? 
17.03.23; 9 099,00 ? ; 12 027,00 ? ; 15 242,00 ? ; 36,93 ? 
18.03.23; 9 077,00 ? ; 12 013,00 ? ; 15 204,00 ? ; 36,93 ? 
19.03.23; 9 057,00 ? ; 11 998,00 ? ; 15 169,00 ? ; 36,93 ? 
20.03.23; 9 037,00 ? ; 11 978,00 ? ; 15 135,00 ? ; 36,93 ? 
21.03.23; 9 016,00 ? ; 11 953,00 ? ; 15 103,00 ? ; 36,93 ? 
22.03.23; 8 996,00 ? ; 11 924,00 ? ; 15 073,00 ? ; 36,93 ? 
23.03.23; 8 976,00 ? ; 11 893,00 ? ; 15 044,00 ? ; 36,93 ? 
24.03.23; 8 956,00 ? ; 11 859,00 ? ; 15 017,00 ? ; 36,92 ? 
25.03.23; 8 936,00 ? ; 11 822,00 ? ; 14 990,00 ? ; 36,92 ? 
26.03.23; 8 917,00 ? ; 11 783,00 ? ; 14 966,00 ? ; 36,92 ? 
27.03.23; 8 899,00 ? ; 11 740,00 ? ; 14 943,00 ? ; 36,93 ? 
28.03.23; 8 879,00 ? ; 11 692,00 ? ; 14 922,00 ? ; 36,88 ? 
29.03.23; 8 857,00 ? ; 11 640,00 ? ; 14 907,00 ? ; 36,93 ? 
30.03.23; 8 833,00 ? ; 11 583,00 ? ; 14 898,00 ? ; 36,93 ? 
31.03.23; 8 807,00 ? ; 11 527,00 ? ; 14 891,00 ? ; 36,92 ? 
01.04.23; 8 780,00 ? ; 11 470,00 ? ; 14 886,00 ? ; 36,92 ? 
02.04.23; 8 752,00 ? ; 11 418,00 ? ; 14 882,00 ? ; 36,92 ? 
03.04.23; 8 725,00 ? ; 11 366,00 ? ; 14 878,00 ? ; 36,75 ? 
04.04.23; 8 699,00 ? ; 11 318,00 ? ; 14 874,00 ? ; 36,75 ? 
05.04.23; 8 675,00 ? ; 11 274,00 ? ; 14 870,00 ? ; 36,88 ? 
06.04.23; 8 653,00 ? ; 11 237,00 ? ; 14 868,00 ? ; 36,89 ? 
07.04.23; 8 634,00 ? ; 11 201,00 ? ; 14 867,00 ? ; 36,89 ? 
08.04.23; 8 617,00 ? ; 11 168,00 ? ; 14 869,00 ? ; 36,89 ? 
09.04.23; 8 602,00 ? ; 11 139,00 ? ; 14 872,00 ? ; 36,89 ? 
10.04.23; 8 587,00 ? ; 11 114,00 ? ; 14 878,00 ? ; 36,93 ? 
11.04.23; 8 572,00 ? ; 11 094,00 ? ; 14 889,00 ? ; 36,89 ? 
12.04.23; 8 559,00 ? ; 11 082,00 ? ; 14 900,00 ? ; 36,89 ? 
13.04.23; 8 549,00 ? ; 11 076,00 ? ; 14 910,00 ? ; 36,93 ? 
14.04.23; 8 543,00 ? ; 11 075,00 ? ; 14 918,00 ? ; 36,93 ? 
15.04.23; 8 542,00 ? ; 11 080,00 ? ; 14 927,00 ? ; 36,93 ? 
16.04.23; 8 544,00 ? ; 11 089,00 ? ; 14 935,00 ? ; 36,93 ? 
17.04.23; 8 550,00 ? ; 11 101,00 ? ; 14 944,00 ? ; 36,75 ? 
18.04.23; 8 559,00 ? ; 11 115,00 ? ; 14 952,00 ? ; 36,93 ? 
19.04.23; 8 571,00 ? ; 11 128,00 ? ; 14 961,00 ? ; 36,93 ? 
20.04.23; 8 585,00 ? ; 11 142,00 ? ; 14 969,00 ? ; 36,92 ? 
21.04.23; 8 601,00 ? ; 11 154,00 ? ; 14 977,00 ? ; 36,93 ? 
22.04.23; 8 620,00 ? ; 11 165,00 ? ; 14 983,00 ? ; 36,93 ? 
23.04.23; 8 640,00 ? ; 11 180,00 ? ; 14 989,00 ? ; 36,93 ? 
24.04.23; 8 663,00 ? ; 11 199,00 ? ; 14 993,00 ? ; 36,93 ? 
25.04.23; 8 689,00 ? ; 11 222,00 ? ; 14 996,00 ? ; 36,93 ? 
26.04.23; 8 718,00 ? ; 11 249,00 ? ; 14 997,00 ? ; 36,93 ? 
27.04.23; 8 748,00 ? ; 11 272,00 ? ; 14 997,00 ? ; 36,93 ? 
28.04.23; 8 780,00 ? ; 11 292,00 ? ; 14 997,00 ? ; 36,91 ? 
29.04.23; 8 810,00 ? ; 11 315,00 ? ; 14 997,00 ? ; 36,91 ? 
30.04.23; 8 838,00 ? ; 11 332,00 ? ; 14 998,00 ? ; 36,91 ? 
01.05.23; 8 864,00 ? ; 11 347,00 ? ; 14 998,00 ? ; 36,93 ? 
02.05.23; 8 887,00 ? ; 11 360,00 ? ; 14 998,00 ? ; 36,93 ? 
03.05.23; 8 908,00 ? ; 11 376,00 ? ; 14 998,00 ? ; 36,93 ? 
04.05.23; 8 927,00 ? ; 11 396,00 ? ; 14 997,00 ? ; 36,92 ? 
05.05.23; 8 944,00 ? ; 11 420,00 ? ; 14 997,00 ? ; 36,92 ? 
06.05.23; 8 958,00 ? ; 11 450,00 ? ; 14 997,00 ? ; 36,92 ? 
07.05.23; 8 970,00 ? ; 11 482,00 ? ; 14 997,00 ? ; 36,92 ? 
08.05.23; 8 980,00 ? ; 11 515,00 ? ; 14 997,00 ? ; 36,93 ? 
09.05.23; 8 988,00 ? ; 11 543,00 ? ; 14 998,00 ? ; 36,93 ? 
10.05.23; 8 994,00 ? ; 11 568,00 ? ; 14 998,00 ? ; 36,74 ? 
11.05.23; 8 998,00 ? ; 11 590,00 ? ; 14 998,00 ? ; 36,89 ? 
12.05.23; 9 000,00 ? ; 11 615,00 ? ; 14 998,00 ? ; 36,93 ? 
13.05.23; 9 000,00 ? ; 11 642,00 ? ; 14 998,00 ? ; 36,93 ? 
14.05.23; 9 000,00 ? ; 11 668,00 ? ; 14 999,00 ? ; 36,93 ? 
15.05.23; 9 000,00 ? ; 11 699,00 ? ; 14 999,00 ? ; 36,94 ? 
16.05.23; 9 000,00 ? ; 11 732,00 ? ; 14 999,00 ? ; 36,93 ? 
17.05.23; 9 000,00 ? ; 11 768,00 ? ; 14 999,00 ? ; 36,92 ? 
18.05.23; 9 000,00 ? ; 11 801,00 ? ; 14 999,00 ? ; 36,94 ? 
19.05.23; 9 000,00 ? ; 11 830,00 ? ; 15 000,00 ? ; 36,94 ? 
20.05.23; 9 000,00 ? ; 11 856,00 ? ; 15 000,00 ? ; 36,94 ? 
21.05.23; 8 999,00 ? ; 11 876,00 ? ; 15 000,00 ? ; 36,94 ? 
22.05.23; 8 998,00 ? ; 11 895,00 ? ; 15 000,00 ? ; 36,95 ? 
23.05.23; 8 995,00 ? ; 11 911,00 ? ; 15 000,00 ? ; 36,92 ? 
24.05.23; 8 993,00 ? ; 11 927,00 ? ; 15 000,00 ? ; 36,88 ? 
25.05.23; 8 988,00 ? ; 11 942,00 ? ; 15 001,00 ? ; 36,92 ? 
26.05.23; 8 979,00 ? ; 11 957,00 ? ; 15 003,00 ? ; 36,93 ? 
27.05.23; 8 969,00 ? ; 11 970,00 ? ; 15 009,00 ? ; 36,93 ? 
28.05.23; 8 955,00 ? ; 11 980,00 ? ; 15 017,00 ? ; 36,93 ? 
29.05.23; 8 940,00 ? ; 11 988,00 ? ; 15 026,00 ? ; 36,74 ? 
30.05.23; 8 923,00 ? ; 11 993,00 ? ; 15 037,00 ? ; 36,93 ? 
31.05.23; 8 904,00 ? ; 11 996,00 ? ; 15 048,00 ? ; 36,91 ? 
01.06.23; 8 885,00 ? ; 11 993,00 ? ; 15 059,00 ? ; 36,92 ? 
02.06.23; 8 867,00 ? ; 11 984,00 ? ; 15 070,00 ? ; 36,94 ? 
03.06.23; 8 848,00 ? ; 11 973,00 ? ; 15 082,00 ? ; 36,94 ? 
04.06.23; 8 829,00 ? ; 11 962,00 ? ; 15 094,00 ? ; 36,94 ? 
05.06.23; 8 813,00 ? ; 11 951,00 ? ; 15 107,00 ? ; 36,87 ? 
06.06.23; 8 796,00 ? ; 11 940,00 ? ; 15 122,00 ? ; 36,96 ? 
07.06.23; 8 782,00 ? ; 11 929,00 ? ; 15 141,00 ? ; 36,91 ? 
08.06.23; 8 769,00 ? ; 11 918,00 ? ; 15 163,00 ? ; 36,93 ? 
09.06.23; 8 759,00 ? ; 11 906,00 ? ; 15 183,00 ? ; 36,91 ? 
10.06.23; 8 758,00 ? ; 11 895,00 ? ; 15 201,00 ? ; 36,91 ? 
11.06.23; 8 761,00 ? ; 11 884,00 ? ; 15 213,00 ? ; 36,91 ? 
12.06.23; 8 768,00 ? ; 11 873,00 ? ; 15 222,00 ? ; 36,94 ? 
13.06.23; 8 780,00 ? ; 11 862,00 ? ; 15 233,00 ? ; 36,95 ? 
14.06.23; 8 797,00 ? ; 11 853,00 ? ; 15 244,00 ? ; 36,94 ? 
15.06.23; 8 815,00 ? ; 11 844,00 ? ; 15 258,00 ? ; 36,95 ? 
16.06.23; 8 834,00 ? ; 11 842,00 ? ; 15 272,00 ? ; 36,90 ? 
17.06.23; 8 852,00 ? ; 11 849,00 ? ; 15 289,00 ? ; 36,90 ? 
18.06.23; 8 871,00 ? ; 11 860,00 ? ; 15 303,00 ? ; 36,90 ? 
19.06.23; 8 890,00 ? ; 11 871,00 ? ; 15 318,00 ? ; 36,93 ? 
20.06.23; 8 908,00 ? ; 11 882,00 ? ; 15 332,00 ? ; 36,93 ? 
21.06.23; 8 925,00 ? ; 11 893,00 ? ; 15 341,00 ? ; 36,93 ? 
22.06.23; 8 941,00 ? ; 11 904,00 ? ; 15 346,00 ? ; 36,94 ? 
23.06.23; 8 958,00 ? ; 11 915,00 ? ; 15 348,00 ? ; 36,93 ? 
24.06.23; 8 972,00 ? ; 11 927,00 ? ; 15 356,00 ? ; 36,93 ? 
25.06.23; 8 982,00 ? ; 11 938,00 ? ; 15 369,00 ? ; 36,93 ? 
26.06.23; 8 989,00 ? ; 11 949,00 ? ; 15 383,00 ? ; 36,93 ? 
27.06.23; 8 995,00 ? ; 11 960,00 ? ; 15 402,00 ? ; 36,94 ? 
28.06.23; 8 998,00 ? ; 11 971,00 ? ; 15 418,00 ? ; 36,95 ? 
29.06.23; 8 999,00 ? ; 11 983,00 ? ; 15 427,00 ? ; 36,92 ? 
30.06.23; 8 999,00 ? ; 11 997,00 ? ; 15 436,00 ? ; 36,93 ? 
01.07.23; 8 999,00 ? ; 12 007,00 ? ; 15 444,00 ? ; 36,93 ? 
02.07.23; 8 999,00 ? ; 12 017,00 ? ; 15 453,00 ? ; 36,93 ? 
03.07.23; 8 999,00 ? ; 12 029,00 ? ; 15 470,00 ? ; 36,90 ? 
04.07.23; 8 999,00 ? ; 12 046,00 ? ; 15 497,00 ? ; 36,95 ? 
05.07.23; 8 999,00 ? ; 12 067,00 ? ; 15 538,00 ? ; 36,92 ? 
06.07.23; 8 999,00 ? ; 12 092,00 ? ; 15 595,00 ? ; 36,94 ? 
07.07.23; 8 999,00 ? ; 12 122,00 ? ; 15 666,00 ? ; 36,94 ? 
08.07.23; 8 999,00 ? ; 12 157,00 ? ; 15 744,00 ? ; 36,94 ? 
09.07.23; 8 999,00 ? ; 12 196,00 ? ; 15 827,00 ? ; 36,94 ? 
10.07.23; 8 999,00 ? ; 12 239,00 ? ; 15 915,00 ? ; 36,94 ? 
11.07.23; 8 999,00 ? ; 12 287,00 ? ; 16 017,00 ? ; 37 
12.07.23; 8 999,00 ? ; 12 339,00 ? ; 16 126,00 ? ; 36,94 ? 
13.07.23; 8 999,00 ? ; 12 396,00 ? ; 16 247,00 ? ; 36,92 ? 
14.07.23; 8 999,00 ? ; 12 452,00 ? ; 16 387,00 ? ; 36,72 ? 
15.07.23; 9 000,00 ? ; 12 511,00 ? ; 16 536,00 ? ; 36,72 ? 
16.07.23; 9 000,00 ? ; 12 574,00 ? ; 16 696,00 ? ; 36,72 ? 
17.07.23; 9 000,00 ? ; 12 638,00 ? ; 16 866,00 ? ; 36,74 ? 
18.07.23; 9 001,00 ? ; 12 698,00 ? ; 17 037,00 ? ; 36,95 ? 
19.07.23; 9 002,00 ? ; 12 756,00 ? ; 17 205,00 ? ; 36,76 ? 
20.07.23; 9 004,00 ? ; 12 813,00 ? ; 17 358,00 ? ; 36,94 ? 
21.07.23; 9 006,00 ? ; 12 871,00 ? ; 17 497,00 ? ; 36,76 ? 
22.07.23; 9 010,00 ? ; 12 929,00 ? ; 17 623,00 ? ; 36,76 ? 
23.07.23; 9 019,00 ? ; 12 987,00 ? ; 17 740,00 ? ; 36,76 ? 
24.07.23; 9 031,00 ? ; 13 044,00 ? ; 17 848,00 ? ; 36,91 ? 
25.07.23; 9 047,00 ? ; 13 102,00 ? ; 17 947,00 ? ; 36,94 ? 
26.07.23; 9 068,00 ? ; 13 157,00 ? ; 18 030,00 ? ; 36,95 ? 
27.07.23; 9 094,00 ? ; 13 210,00 ? ; 18 094,00 ? ; 36,94 ? 
28.07.23; 9 123,00 ? ; 13 259,00 ? ; 18 141,00 ? ; 36,88 ? 
29.07.23; 9 158,00 ? ; 13 305,00 ? ; 18 168,00 ? ; 36,88 ? 
30.07.23; 9 196,00 ? ; 13 351,00 ? ; 18 183,00 ? ; 36,88 ? 
31.07.23; 9 244,00 ? ; 13 397,00 ? ; 18 185,00 ? ; 36,95 ? 
01.08.23; 9 296,00 ? ; 13 438,00 ? ; 18 176,00 ? ; 36,95 ? 
02.08.23; 9 351,00 ? ; 13 481,00 ? ; 18 166,00 ? ; 36,99 ? 
03.08.23; 9 412,00 ? ; 13 528,00 ? ; 18 156,00 ? ; 36,92 ? 
04.08.23; 9 483,00 ? ; 13 570,00 ? ; 18 152,00 ? ; 36,94 ? 
05.08.23; 9 561,00 ? ; 13 612,00 ? ; 18 157,00 ? ; 36,94 ? 
06.08.23; 9 643,00 ? ; 13 654,00 ? ; 18 171,00 ? ; 36,94 ? 
07.08.23; 9 728,00 ? ; 13 697,00 ? ; 18 195,00 ? ; 36,91 ? 
08.08.23; 9 819,00 ? ; 13 743,00 ? ; 18 227,00 ? ; 36,74 ? 
09.08.23; 9 915,00 ? ; 13 794,00 ? ; 18 269,00 ? ; 36,93 ? 
10.08.23; 10 015,00 ? ; 13 852,00 ? ; 18 329,00 ? ; 36,75 ? 
11.08.23; 10 120,00 ? ; 13 912,00 ? ; 18 416,00 ? ; 36,93 ? 
12.08.23; 10 229,00 ? ; 13 981,00 ? ; 18 535,00 ? ; 36,93 ? 
13.08.23; 10 342,00 ? ; 14 059,00 ? ; 18 679,00 ? ; 36,93 ? 
14.08.23; 10 463,00 ? ; 14 141,00 ? ; 18 846,00 ? ; 36,95 ? 
15.08.23; 10 582,00 ? ; 14 223,00 ? ; 19 030,00 ? ; 36,93 ? 
16.08.23; 10 709,00 ? ; 14 310,00 ? ; 19 232,00 ? ; 36,94 ? 
17.08.23; 10 839,00 ? ; 14 398,00 ? ; 19 441,00 ? ; 36,93 ? 
18.08.23; 10 971,00 ? ; 14 488,00 ? ; 19 662,00 ? ; 36,93 ? 
19.08.23; 11 102,00 ? ; 14 589,00 ? ; 19 897,00 ? ; 36,93 ? 
20.08.23; 11 228,00 ? ; 14 686,00 ? ; 20 147,00 ? ; 36,93 ? 
21.08.23; 11 352,00 ? ; 14 778,00 ? ; 20 411,00 ? ; 36,91 ? 
22.08.23; 11 475,00 ? ; 14 865,00 ? ; 20 688,00 ? ; 36,94 ? 
23.08.23; 11 593,00 ? ; 14 940,00 ? ; 20 978,00 ? ; 36,93 ? 
24.08.23; 11 706,00 ? ; 15 001,00 ? ; 21 280,00 ? ; 36,93 ? 
25.08.23; 11 820,00 ? ; 15 062,00 ? ; 21 587,00 ? ; 36,92 ? 
26.08.23; 11 934,00 ? ; 15 120,00 ? ; 21 887,00 ? ; 36,92 ? 
27.08.23; 12 049,00 ? ; 15 177,00 ? ; 22 167,00 ? ; 36,92 ? 
28.08.23; 12 163,00 ? ; 15 232,00 ? ; 22 439,00 ? ; 36,94 ? 
29.08.23; 12 273,00 ? ; 15 280,00 ? ; 22 695,00 ? ; 36,93 ? 
30.08.23; 12 380,00 ? ; 15 332,00 ? ; 22 943,00 ? ; 36,96 ? 
31.08.23; 12 481,00 ? ; 15 383,00 ? ; 23 176,00 ? ; 36,94 ? 
01.09.23; 12 584,00 ? ; 15 435,00 ? ; 23 402,00 ? ; 36,93 ? 
02.09.23; 12 681,00 ? ; 15 477,00 ? ; 23 615,00 ? ; 36,93 ? 
03.09.23; 12 776,00 ? ; 15 509,00 ? ; 23 806,00 ? ; 36,93 ? 
04.09.23; 12 873,00 ? ; 15 551,00 ? ; 23 975,00 ? ; 36,96 ? 
05.09.23; 12 975,00 ? ; 15 604,00 ? ; 24 121,00 ? ; 36,99 ? 
06.09.23; 13 076,00 ? ; 15 668,00 ? ; 24 246,00 ? ; 36,92 ? 
07.09.23; 13 178,00 ? ; 15 747,00 ? ; 24 345,00 ? ; 36,92 ? 
08.09.23; 13 279,00 ? ; 15 842,00 ? ; 24 421,00 ? ; 36,92 ? 
09.09.23; 13 370,00 ? ; 15 934,00 ? ; 24 478,00 ? ; 36,92 ? 
10.09.23; 13 451,00 ? ; 16 029,00 ? ; 24 524,00 ? ; 36,92 ? 
11.09.23; 13 526,00 ? ; 16 119,00 ? ; 24 565,00 ? ; 36,87 ? 
12.09.23; 13 592,00 ? ; 16 203,00 ? ; 24 590,00 ? ; 36,76 ? 
13.09.23; 13 654,00 ? ; 16 297,00 ? ; 24 612,00 ? ; 36,94 ? 
14.09.23; 13 710,00 ? ; 16 387,00 ? ; 24 619,00 ? ; 36,93 ? 
15.09.23; 13 760,00 ? ; 16 481,00 ? ; 24 620,00 ? ; 36,93 ? 
16.09.23; 13 801,00 ? ; 16 579,00 ? ; 24 608,00 ? ; 36,93 ? 
17.09.23; 13 841,00 ? ; 16 687,00 ? ; 24 584,00 ? ; 36,93 ? 
18.09.23; 13 880,00 ? ; 16 798,00 ? ; 24 551,00 ? ; 36,93 ? 
19.09.23; 13 914,00 ? ; 16 904,00 ? ; 24 509,00 ? ; 36,94 ? 
20.09.23; 13 940,00 ? ; 17 002,00 ? ; 24 458,00 ? ; 36,95 ? 
21.09.23; 13 960,00 ? ; 17 090,00 ? ; 24 399,00 ? ; 36,95 ? 
22.09.23; 13 975,00 ? ; 17 169,00 ? ; 24 335,00 ? ; 36,93 ? 
23.09.23; 13 986,00 ? ; 17 239,00 ? ; 24 263,00 ? ; 36,93 ? 
24.09.23; 13 998,00 ? ; 17 307,00 ? ; 24 182,00 ? ; 36,93 ? 
25.09.23; 14 010,00 ? ; 17 371,00 ? ; 24 087,00 ? ; 36,92 ? 
26.09.23; 14 017,00 ? ; 17 438,00 ? ; 23 984,00 ? ; 36,93 ? 
27.09.23; 14 025,00 ? ; 17 508,00 ? ; 23 875,00 ? ; 36,96 ? 
28.09.23; 14 027,00 ? ; 17 571,00 ? ; 23 760,00 ? ; 36,94 ? 
29.09.23; 14 027,00 ? ; 17 633,00 ? ; 23 646,00 ? ; 36,97 ? 
30.09.23; 14 025,00 ? ; 17 686,00 ? ; 23 533,00 ? ; 36,97 ? 
01.10.23; 14 023,00 ? ; 17 732,00 ? ; 23 424,00 ? ; 36,97 ? 
02.10.23; 14 018,00 ? ; 17 769,00 ? ; 23 319,00 ? ; 36,75 ? 
03.10.23; 14 010,00 ? ; 17 802,00 ? ; 23 221,00 ? ; 36,66 ? 
04.10.23; 14 003,00 ? ; 17 831,00 ? ; 23 128,00 ? ; 36,61 ? 
05.10.23; 13 995,00 ? ; 17 855,00 ? ; 23 039,00 ? ; 36,63 ? 
06.10.23; 13 988,00 ? ; 17 875,00 ? ; 22 954,00 ? ; 36,66 ? 
07.10.23; 13 980,00 ? ; 17 892,00 ? ; 22 869,00 ? ; 36,66 ? 
08.10.23; 13 972,00 ? ; 17 906,00 ? ; 22 797,00 ? ; 36,66 ? 
09.10.23; 13 966,00 ? ; 17 914,00 ? ; 22 726,00 ? ; 36,53 ? 
10.10.23; 13 961,00 ? ; 17 917,00 ? ; 22 660,00 ? ; 36,50 ? 
11.10.23; 13 959,00 ? ; 17 913,00 ? ; 22 594,00 ? ; 36,49 ? 
12.10.23; 13 957,00 ? ; 17 902,00 ? ; 22 527,00 ? ; 36,45 ? 
13.10.23; 13 958,00 ? ; 17 885,00 ? ; 22 456,00 ? ; 36,37 ? 
14.10.23; 13 965,00 ? ; 17 864,00 ? ; 22 386,00 ? ; 36,37 ? 
15.10.23; 13 976,00 ? ; 17 841,00 ? ; 22 309,00 ? ; 36,37 ? 
16.10.23; 13 987,00 ? ; 17 815,00 ? ; 22 224,00 ? ; 36,38 ? 
17.10.23; 13 998,00 ? ; 17 786,00 ? ; 22 136,00 ? ; 36,47 ? 
18.10.23; 14 008,00 ? ; 17 755,00 ? ; 22 042,00 ? ; 36,62 ? 
19.10.23; 14 015,00 ? ; 17 721,00 ? ; 21 947,00 ? ; 36,59 ? 
20.10.23; 14 021,00 ? ; 17 692,00 ? ; 21 853,00 ? ; 36,52 ? 
21.10.23; 14 028,00 ? ; 17 667,00 ? ; 21 763,00 ? ; 36,52 ? 
22.10.23; 14 036,00 ? ; 17 646,00 ? ; 21 682,00 ? ; 36,52 ? 
23.10.23; 14 045,00 ? ; 17 629,00 ? ; 21 594,00 ? ; 36,55 ? 
24.10.23; 14 054,00 ? ; 17 616,00 ? ; 21 515,00 ? ; 36,57 ? 
25.10.23; 14 064,00 ? ; 17 608,00 ? ; 21 452,00 ? ; 36,53 ? 
26.10.23; 14 073,00 ? ; 17 604,00 ? ; 21 411,00 ? ; 36,49 ? 
27.10.23; 14 085,00 ? ; 17 603,00 ? ; 21 392,00 ? ; 36,44 ? 
28.10.23; 14 097,00 ? ; 17 603,00 ? ; 21 387,00 ? ; 36,44 ? 
29.10.23; 14 107,00 ? ; 17 605,00 ? ; 21 389,00 ? ; 36,33 ? 
30.10.23; 14 115,00 ? ; 17 610,00 ? ; 21 404,00 ? ; 36,37 ? 
31.10.23; 14 123,00 ? ; 17 617,00 ? ; 21 426,00 ? ; 36,24 ? 
01.11.23; 14 131,00 ? ; 17 623,00 ? ; 21 457,00 ? ; 36,32 ? 
02.11.23; 14 135,00 ? ; 17 630,00 ? ; 21 504,00 ? ; 36,19 ? 
03.11.23; 14 137,00 ? ; 17 639,00 ? ; 21 561,00 ? ; 36,14 ? 
04.11.23; 14 139,00 ? ; 17 644,00 ? ; 21 631,00 ? ; 36,14 ? 
05.11.23; 14 142,00 ? ; 17 645,00 ? ; 21 702,00 ? ; 36,14 ? 
06.11.23; 14 137,00 ? ; 17 641,00 ? ; 21 771,00 ? ; 36,05 ? 
07.11.23; 14 128,00 ? ; 17 633,00 ? ; 21 845,00 ? ; 36 
08.11.23; 14 111,00 ? ; 17 621,00 ? ; 21 913,00 ? ; 36,06 ? 
09.11.23; 14 085,00 ? ; 17 602,00 ? ; 21 969,00 ? ; 36,05 ? 
10.11.23; 14 050,00 ? ; 17 579,00 ? ; 22 002,00 ? ; 36,10 ? 
11.11.23; 14 006,00 ? ; 17 554,00 ? ; 22 014,00 ? ; 36,10 ? 
12.11.23; 13 952,00 ? ; 17 526,00 ? ; 22 008,00 ? ; 36,10 ? 
13.11.23; 13 893,00 ? ; 17 490,00 ? ; 21 998,00 ? ; 36,25 ? 
14.11.23; 13 828,00 ? ; 17 448,00 ? ; 21 978,00 ? ; 36,31 ? 
15.11.23; 13 760,00 ? ; 17 400,00 ? ; 21 960,00 ? ; 36,23 ? 
16.11.23; 13 687,00 ? ; 17 350,00 ? ; 21 939,00 ? ; 36,24 ? 
17.11.23; 13 616,00 ? ; 17 295,00 ? ; 21 904,00 ? ; 36,13 ? 
18.11.23; 13 550,00 ? ; 17 231,00 ? ; 21 859,00 ? ; 36,13 ? 
19.11.23; 13 479,00 ? ; 17 158,00 ? ; 21 802,00 ? ; 36,13 ? 
20.11.23; 13 403,00 ? ; 17 076,00 ? ; 21 743,00 ? ; 36,01 ? 
21.11.23; 13 330,00 ? ; 16 988,00 ? ; 21 682,00 ? ; 36,09 ? 
22.11.23; 13 262,00 ? ; 16 893,00 ? ; 21 621,00 ? ; 36,04 ? 
23.11.23; 13 200,00 ? ; 16 791,00 ? ; 21 564,00 ? ; 36,03 ? 
24.11.23; 13 146,00 ? ; 16 688,00 ? ; 21 508,00 ? ; 36,07 ? 
25.11.23; 13 098,00 ? ; 16 581,00 ? ; 21 464,00 ? ; 36,07 ? 
26.11.23; 13 060,00 ? ; 16 474,00 ? ; 21 434,00 ? ; 36,07 ? 
27.11.23; 13 032,00 ? ; 16 368,00 ? ; 21 414,00 ? ; 36,26 ? 
28.11.23; 13 011,00 ? ; 16 267,00 ? ; 21 393,00 ? ; 36,35 ? 
29.11.23; 12 995,00 ? ; 16 168,00 ? ; 21 379,00 ? ; 36,38 ? 
30.11.23; 12 984,00 ? ; 16 071,00 ? ; 21 361,00 ? ; 36,35 ? 
01.12.23; 12 976,00 ? ; 15 974,00 ? ; 21 343,00 ? ; 36,48 ? 
02.12.23; 12 970,00 ? ; 15 881,00 ? ; 21 326,00 ? ; 36,48 ? 
03.12.23; 12 964,00 ? ; 15 798,00 ? ; 21 307,00 ? ; 36,48 ? 
04.12.23; 12 962,00 ? ; 15 726,00 ? ; 21 282,00 ? ; 36,59 ? 
05.12.23; 12 965,00 ? ; 15 670,00 ? ; 21 251,00 ? ; 36,69 ? 
06.12.23; 12 970,00 ? ; 15 625,00 ? ; 21 218,00 ? ; 36,71 ? 
07.12.23; 12 975,00 ? ; 15 591,00 ? ; 21 181,00 ? ; 36,71 ? 
08.12.23; 12 979,00 ? ; 15 570,00 ? ; 21 140,00 ? ; 36,74 ? 
09.12.23; 12 984,00 ? ; 15 562,00 ? ; 21 108,00 ? ; 36,74 ? 
10.12.23; 12 989,00 ? ; 15 560,00 ? ; 21 071,00 ? ; 36,74 ? 
11.12.23; 12 993,00 ? ; 15 565,00 ? ; 21 029,00 ? ; 36,92 ? 
12.12.23; 12 994,00 ? ; 15 575,00 ? ; 20 998,00 ? ; 36,99 ? 
13.12.23; 12 994,00 ? ; 15 594,00 ? ; 20 977,00 ? ; 37,03 ? 
14.12.23; 12 998,00 ? ; 15 625,00 ? ; 20 971,00 ? ; 37 
15.12.23; 13 005,00 ? ; 15 670,00 ? ; 20 975,00 ? ; 37,08 ? 
16.12.23; 13 014,00 ? ; 15 728,00 ? ; 20 992,00 ? ; 37,08 ? 
