"Показник","Територіальний розріз","Періодичність","Період","Значення cпостереження"
"Кількість померлих","Миколаївська","Місячна","2007-M10","16476"
"Кількість померлих","Миколаївська","Місячна","2007-M11","18271"
"Кількість померлих","Миколаївська","Місячна","2007-M12","20016"
"Кількість померлих","Миколаївська","Місячна","2008-M01","2106"
"Кількість померлих","Миколаївська","Місячна","2008-M02","3751"
"Кількість померлих","Миколаївська","Місячна","2008-M03","5471"
"Кількість померлих","Миколаївська","Місячна","2008-M04","7179"
"Кількість померлих","Миколаївська","Місячна","2008-M05","8925"
"Кількість померлих","Миколаївська","Місячна","2008-M06","10404"
"Кількість померлих","Миколаївська","Місячна","2008-M07","12051"
"Кількість померлих","Миколаївська","Місячна","2008-M08","13553"
"Кількість померлих","Миколаївська","Місячна","2008-M09","15098"
"Кількість померлих","Миколаївська","Місячна","2008-M10","16810"
"Кількість померлих","Миколаївська","Місячна","2008-M11","18350"
"Кількість померлих","Миколаївська","Місячна","2008-M12","19955"
"Кількість померлих","Миколаївська","Місячна","2009-M01","1953"
"Кількість померлих","Миколаївська","Місячна","2009-M02","3574"
"Кількість померлих","Миколаївська","Місячна","2009-M03","5291"
"Кількість померлих","Миколаївська","Місячна","2009-M04","6880"
"Кількість померлих","Миколаївська","Місячна","2009-M05","8379"
"Кількість померлих","Миколаївська","Місячна","2009-M06","9844"
"Кількість померлих","Миколаївська","Місячна","2009-M07","11352"
"Кількість померлих","Миколаївська","Місячна","2009-M08","12631"
"Кількість померлих","Миколаївська","Місячна","2009-M09","14046"
"Кількість померлих","Миколаївська","Місячна","2009-M10","15558"
"Кількість померлих","Миколаївська","Місячна","2009-M11","17031"
"Кількість померлих","Миколаївська","Місячна","2009-M12","18698"
"Кількість померлих","Миколаївська","Місячна","2010-M01","1665"
"Кількість померлих","Миколаївська","Місячна","2010-M02","3257"
"Кількість померлих","Миколаївська","Місячна","2010-M03","4852"
"Кількість померлих","Миколаївська","Місячна","2010-M04","6418"
"Кількість померлих","Миколаївська","Місячна","2010-M05","7920"
"Кількість померлих","Миколаївська","Місячна","2010-M06","9406"
"Кількість померлих","Миколаївська","Місячна","2010-M07","10946"
"Кількість померлих","Миколаївська","Місячна","2010-M08","12666"
"Кількість померлих","Миколаївська","Місячна","2010-M09","14103"
"Кількість померлих","Миколаївська","Місячна","2010-M10","15621"
"Кількість померлих","Миколаївська","Місячна","2010-M11","17119"
"Кількість померлих","Миколаївська","Місячна","2010-M12","18700"
"Кількість померлих","Миколаївська","Місячна","2011-M01","1614"
"Кількість померлих","Миколаївська","Місячна","2011-M02","3118"
"Кількість померлих","Миколаївська","Місячна","2011-M03","4790"
"Кількість померлих","Миколаївська","Місячна","2011-M04","6213"
"Кількість померлих","Миколаївська","Місячна","2011-M05","7741"
"Кількість померлих","Миколаївська","Місячна","2011-M06","9142"
"Кількість померлих","Миколаївська","Місячна","2011-M07","10561"
"Кількість померлих","Миколаївська","Місячна","2011-M08","11812"
"Кількість померлих","Миколаївська","Місячна","2011-M09","13120"
"Кількість померлих","Миколаївська","Місячна","2011-M10","14467"
"Кількість померлих","Миколаївська","Місячна","2011-M11","15976"
"Кількість померлих","Миколаївська","Місячна","2011-M12","17441"
"Кількість померлих","Миколаївська","Місячна","2012-M01","1553"
"Кількість померлих","Миколаївська","Місячна","2012-M02","3208"
"Кількість померлих","Миколаївська","Місячна","2012-M03","4743"
"Кількість померлих","Миколаївська","Місячна","2012-M04","6210"
"Кількість померлих","Миколаївська","Місячна","2012-M05","7747"
"Кількість померлих","Миколаївська","Місячна","2012-M06","9054"
"Кількість померлих","Миколаївська","Місячна","2012-M07","10551"
"Кількість померлих","Миколаївська","Місячна","2012-M08","11957"
"Кількість померлих","Миколаївська","Місячна","2012-M09","13162"
"Кількість померлих","Миколаївська","Місячна","2012-M10","14559"
"Кількість померлих","Миколаївська","Місячна","2012-M11","15963"
"Кількість померлих","Миколаївська","Місячна","2012-M12","17277"
"Кількість померлих","Миколаївська","Місячна","2013-M01","1695"
"Кількість померлих","Миколаївська","Місячна","2013-M02","3081"
"Кількість померлих","Миколаївська","Місячна","2013-M03","4578"
"Кількість померлих","Миколаївська","Місячна","2013-M04","6161"
"Кількість померлих","Миколаївська","Місячна","2013-M05","7644"
"Кількість померлих","Миколаївська","Місячна","2013-M06","8837"
"Кількість померлих","Миколаївська","Місячна","2013-M07","10268"
"Кількість померлих","Миколаївська","Місячна","2013-M08","11579"
"Кількість померлих","Миколаївська","Місячна","2013-M09","12825"
"Кількість померлих","Миколаївська","Місячна","2013-M10","14412"
"Кількість померлих","Миколаївська","Місячна","2013-M11","15880"
"Кількість померлих","Миколаївська","Місячна","2013-M12","17353"
"Кількість померлих","Миколаївська","Місячна","2014-M01","1639"
"Кількість померлих","Миколаївська","Місячна","2014-M02","3272"
"Кількість померлих","Миколаївська","Місячна","2014-M03","4868"
"Кількість померлих","Миколаївська","Місячна","2014-M04","6347"
"Кількість померлих","Миколаївська","Місячна","2014-M05","7831"
"Кількість померлих","Миколаївська","Місячна","2014-M06","9053"
"Кількість померлих","Миколаївська","Місячна","2014-M07","10510"
"Кількість померлих","Миколаївська","Місячна","2014-M08","11929"
"Кількість померлих","Миколаївська","Місячна","2014-M09","13237"
"Кількість померлих","Миколаївська","Місячна","2014-M10","14720"
"Кількість померлих","Миколаївська","Місячна","2014-M11","16154"
"Кількість померлих","Миколаївська","Місячна","2014-M12","17750"
"Кількість померлих","Миколаївська","Місячна","2015-M01","1737"
"Кількість померлих","Миколаївська","Місячна","2015-M02","3278"
"Кількість померлих","Миколаївська","Місячна","2015-M03","4974"
"Кількість померлих","Миколаївська","Місячна","2015-M04","6557"
"Кількість померлих","Миколаївська","Місячна","2015-M05","8037"
"Кількість померлих","Миколаївська","Місячна","2015-M06","9397"
"Кількість померлих","Миколаївська","Місячна","2015-M07","10740"
"Кількість померлих","Миколаївська","Місячна","2015-M08","12093"
"Кількість померлих","Миколаївська","Місячна","2015-M09","13377"
"Кількість померлих","Миколаївська","Місячна","2015-M10","14890"
"Кількість померлих","Миколаївська","Місячна","2015-M11","16316"
"Кількість померлих","Миколаївська","Місячна","2015-M12","17874"
"Кількість померлих","Миколаївська","Місячна","2016-M01","1608"
"Кількість померлих","Миколаївська","Місячна","2016-M02","3094"
"Кількість померлих","Миколаївська","Місячна","2016-M03","4642"
"Кількість померлих","Миколаївська","Місячна","2016-M04","6124"
"Кількість померлих","Миколаївська","Місячна","2016-M05","7541"
"Кількість померлих","Миколаївська","Місячна","2016-M06","8925"
"Кількість померлих","Миколаївська","Місячна","2016-M07","10246"
"Кількість померлих","Миколаївська","Місячна","2016-M08","11640"
"Кількість померлих","Миколаївська","Місячна","2016-M09","12915"
"Кількість померлих","Миколаївська","Місячна","2016-M10","14321"
"Кількість померлих","Миколаївська","Місячна","2016-M11","15834"
"Кількість померлих","Миколаївська","Місячна","2016-M12","17421"
"Кількість померлих","Миколаївська","Місячна","2017-M01","1912"
"Кількість померлих","Миколаївська","Місячна","2017-M02","3343"
"Кількість померлих","Миколаївська","Місячна","2017-M03","4797"
"Кількість померлих","Миколаївська","Місячна","2017-M04","6148"
"Кількість померлих","Миколаївська","Місячна","2017-M05","7638"
"Кількість померлих","Миколаївська","Місячна","2017-M06","8917"
"Кількість померлих","Миколаївська","Місячна","2017-M07","10153"
"Кількість померлих","Миколаївська","Місячна","2017-M08","11541"
"Кількість померлих","Миколаївська","Місячна","2017-M09","12735"
"Кількість померлих","Миколаївська","Місячна","2017-M10","14155"
"Кількість померлих","Миколаївська","Місячна","2017-M11","15602"
"Кількість померлих","Миколаївська","Місячна","2017-M12","16985"
"Кількість померлих","Миколаївська","Місячна","2018-M01","1588"
"Кількість померлих","Миколаївська","Місячна","2018-M02","2966"
"Кількість померлих","Миколаївська","Місячна","2018-M03","4538"
"Кількість померлих","Миколаївська","Місячна","2018-M04","5972"
"Кількість померлих","Миколаївська","Місячна","2018-M05","7457"
"Кількість померлих","Миколаївська","Місячна","2018-M06","8753"
"Кількість померлих","Миколаївська","Місячна","2018-M07","10131"
"Кількість померлих","Миколаївська","Місячна","2018-M08","11465"
"Кількість померлих","Миколаївська","Місячна","2018-M09","12665"
"Кількість померлих","Миколаївська","Місячна","2018-M10","14217"
"Кількість померлих","Миколаївська","Місячна","2018-M11","15683"
"Кількість померлих","Миколаївська","Місячна","2018-M12","17156"
"Кількість померлих","Миколаївська","Місячна","2019-M01","1922"
"Кількість померлих","Миколаївська","Місячна","2019-M02","3356"
"Кількість померлих","Миколаївська","Місячна","2019-M03","4841"
"Кількість померлих","Миколаївська","Місячна","2019-M04","6272"
"Кількість померлих","Миколаївська","Місячна","2019-M05","7867"
"Кількість померлих","Миколаївська","Місячна","2019-M06","9129"
"Кількість померлих","Миколаївська","Місячна","2019-M07","10501"
"Кількість померлих","Миколаївська","Місячна","2019-M08","11725"
"Кількість померлих","Миколаївська","Місячна","2019-M09","12878"
"Кількість померлих","Миколаївська","Місячна","2019-M10","14334"
"Кількість померлих","Миколаївська","Місячна","2019-M11","15682"
"Кількість померлих","Миколаївська","Місячна","2019-M12","17087"
"Кількість померлих","Миколаївська","Місячна","2020-M01","1506"
"Кількість померлих","Миколаївська","Місячна","2020-M02","2866"
"Кількість померлих","Миколаївська","Місячна","2020-M03","4240"
"Кількість померлих","Миколаївська","Місячна","2020-M04","5680"
"Кількість померлих","Миколаївська","Місячна","2020-M05","6977"
"Кількість померлих","Миколаївська","Місячна","2020-M06","8304"
"Кількість померлих","Миколаївська","Місячна","2020-M07","9675"
"Кількість померлих","Миколаївська","Місячна","2020-M08","10887"
"Кількість померлих","Миколаївська","Місячна","2020-M09","12262"
"Кількість померлих","Миколаївська","Місячна","2020-M10","13900"
"Кількість померлих","Миколаївська","Місячна","2020-M11","15639"
"Кількість померлих","Миколаївська","Місячна","2020-M12","17765"
"Кількість померлих","Миколаївська","Місячна","2021-M01","1829"
"Кількість померлих","Миколаївська","Місячна","2021-M02","3389"
"Кількість померлих","Миколаївська","Місячна","2021-M03","5293"
"Кількість померлих","Миколаївська","Місячна","2021-M04","7555"
"Кількість померлих","Миколаївська","Місячна","2021-M05","9192"
"Кількість померлих","Миколаївська","Місячна","2021-M06","10582"
"Кількість померлих","Миколаївська","Місячна","2021-M07","11942"
"Кількість померлих","Миколаївська","Місячна","2021-M08","13209"
"Кількість померлих","Миколаївська","Місячна","2021-M09","14472"
"Кількість померлих","Миколаївська","Місячна","2021-M10","16570"
"Кількість померлих","Миколаївська","Місячна","2021-M11","19428"
"Кількість померлих","Миколаївська","Місячна","2021-M12","21388"
"Кількість померлих","Миколаївська","Місячна","2022-M01","1714"
"Кількість померлих","Миколаївська","Місячна","2022-M02",""
"Кількість померлих","Миколаївська","Місячна","2022-M03",""
"Кількість померлих","Миколаївська","Місячна","2022-M04",""
"Кількість померлих","Миколаївська","Місячна","2022-M05",""
"Кількість померлих","Миколаївська","Місячна","2022-M06",""
"Кількість померлих","Миколаївська","Місячна","2022-M07",""
"Кількість померлих","Миколаївська","Місячна","2022-M08",""
"Кількість померлих","Миколаївська","Місячна","2022-M09",""
"Кількість померлих","Миколаївська","Місячна","2022-M10",""
"Кількість померлих","Миколаївська","Місячна","2022-M11",""
"Кількість померлих","Миколаївська","Місячна","2022-M12",""
"Кількість померлих","Одеська","Місячна","2005-M01","3571"
"Кількість померлих","Одеська","Місячна","2005-M02","7090"
"Кількість померлих","Одеська","Місячна","2005-M03","10957"
"Кількість померлих","Одеська","Місячна","2005-M04","14528"
"Кількість померлих","Одеська","Місячна","2005-M05","18002"
"Кількість померлих","Одеська","Місячна","2005-M06","21015"
"Кількість померлих","Одеська","Місячна","2005-M07","23920"
"Кількість померлих","Одеська","Місячна","2005-M08","27094"
"Кількість померлих","Одеська","Місячна","2005-M09","29806"
"Кількість померлих","Одеська","Місячна","2005-M10","33026"
"Кількість померлих","Одеська","Місячна","2005-M11","36555"
"Кількість померлих","Одеська","Місячна","2005-M12","40075"
"Кількість померлих","Одеська","Місячна","2006-M01","4013"
"Кількість померлих","Одеська","Місячна","2006-M02","7512"
"Кількість померлих","Одеська","Місячна","2006-M03","11125"
"Кількість померлих","Одеська","Місячна","2006-M04","14375"
"Кількість померлих","Одеська","Місячна","2006-M05","17814"
"Кількість померлих","Одеська","Місячна","2006-M06","20809"
"Кількість померлих","Одеська","Місячна","2006-M07","23663"
"Кількість померлих","Одеська","Місячна","2006-M08","26511"
"Кількість померлих","Одеська","Місячна","2006-M09","29266"
"Кількість померлих","Одеська","Місячна","2006-M10","32567"
"Кількість померлих","Одеська","Місячна","2006-M11","35942"
"Кількість померлих","Одеська","Місячна","2006-M12","39183"
"Кількість померлих","Одеська","Місячна","2007-M01","3584"
"Кількість померлих","Одеська","Місячна","2007-M02","6643"
"Кількість померлих","Одеська","Місячна","2007-M03","10036"
"Кількість померлих","Одеська","Місячна","2007-M04","13199"
"Кількість померлих","Одеська","Місячна","2007-M05","16553"
"Кількість померлих","Одеська","Місячна","2007-M06","19262"
"Кількість померлих","Одеська","Місячна","2007-M07","22902"
"Кількість померлих","Одеська","Місячна","2007-M08","25931"
"Кількість померлих","Одеська","Місячна","2007-M09","28678"
"Кількість померлих","Одеська","Місячна","2007-M10","31997"
"Кількість померлих","Одеська","Місячна","2007-M11","35424"
"Кількість померлих","Одеська","Місячна","2007-M12","38835"
"Кількість померлих","Одеська","Місячна","2008-M01","3948"
"Кількість померлих","Одеська","Місячна","2008-M02","7343"
"Кількість померлих","Одеська","Місячна","2008-M03","10652"
"Кількість померлих","Одеська","Місячна","2008-M04","13882"
"Кількість померлих","Одеська","Місячна","2008-M05","17150"
"Кількість померлих","Одеська","Місячна","2008-M06","19920"
"Кількість померлих","Одеська","Місячна","2008-M07","22924"
"Кількість померлих","Одеська","Місячна","2008-M08","25814"
"Кількість померлих","Одеська","Місячна","2008-M09","28623"
"Кількість померлих","Одеська","Місячна","2008-M10","31726"
"Кількість померлих","Одеська","Місячна","2008-M11","34714"
"Кількість померлих","Одеська","Місячна","2008-M12","37951"
"Кількість померлих","Одеська","Місячна","2009-M01","3628"
"Кількість померлих","Одеська","Місячна","2009-M02","6664"
"Кількість померлих","Одеська","Місячна","2009-M03","9999"
"Кількість померлих","Одеська","Місячна","2009-M04","13051"
"Кількість померлих","Одеська","Місячна","2009-M05","15943"
"Кількість померлих","Одеська","Місячна","2009-M06","18665"
"Кількість померлих","Одеська","Місячна","2009-M07","21521"
"Кількість померлих","Одеська","Місячна","2009-M08","24025"
"Кількість померлих","Одеська","Місячна","2009-M09","26611"
"Кількість померлих","Одеська","Місячна","2009-M10","29542"
"Кількість померлих","Одеська","Місячна","2009-M11","32528"
"Кількість померлих","Одеська","Місячна","2009-M12","35859"
"Кількість померлих","Одеська","Місячна","2010-M01","3504"
"Кількість померлих","Одеська","Місячна","2010-M02","6602"
"Кількість померлих","Одеська","Місячна","2010-M03","9832"
"Кількість померлих","Одеська","Місячна","2010-M04","12776"
"Кількість померлих","Одеська","Місячна","2010-M05","15522"
"Кількість померлих","Одеська","Місячна","2010-M06","18312"
"Кількість померлих","Одеська","Місячна","2010-M07","21197"
"Кількість померлих","Одеська","Місячна","2010-M08","24596"
"Кількість померлих","Одеська","Місячна","2010-M09","27279"
"Кількість померлих","Одеська","Місячна","2010-M10","30218"
"Кількість померлих","Одеська","Місячна","2010-M11","33088"
"Кількість померлих","Одеська","Місячна","2010-M12","36144"
"Кількість померлих","Одеська","Місячна","2011-M01","3092"
"Кількість померлих","Одеська","Місячна","2011-M02","5936"
"Кількість померлих","Одеська","Місячна","2011-M03","9203"
"Кількість померлих","Одеська","Місячна","2011-M04","12002"
"Кількість померлих","Одеська","Місячна","2011-M05","14915"
"Кількість померлих","Одеська","Місячна","2011-M06","17493"
"Кількість померлих","Одеська","Місячна","2011-M07","20186"
"Кількість померлих","Одеська","Місячна","2011-M08","22773"
"Кількість померлих","Одеська","Місячна","2011-M09","25186"
"Кількість померлих","Одеська","Місячна","2011-M10","27857"
"Кількість померлих","Одеська","Місячна","2011-M11","30804"
"Кількість померлих","Одеська","Місячна","2011-M12","33688"
"Кількість померлих","Одеська","Місячна","2012-M01","2991"
"Кількість померлих","Одеська","Місячна","2012-M02","6090"
"Кількість померлих","Одеська","Місячна","2012-M03","8992"
"Кількість померлих","Одеська","Місячна","2012-M04","11836"
"Кількість померлих","Одеська","Місячна","2012-M05","14691"
"Кількість померлих","Одеська","Місячна","2012-M06","17236"
"Кількість померлих","Одеська","Місячна","2012-M07","20142"
"Кількість померлих","Одеська","Місячна","2012-M08","22867"
"Кількість померлих","Одеська","Місячна","2012-M09","25222"
"Кількість померлих","Одеська","Місячна","2012-M10","28022"
"Кількість померлих","Одеська","Місячна","2012-M11","30780"
"Кількість померлих","Одеська","Місячна","2012-M12","33648"
"Кількість померлих","Одеська","Місячна","2013-M01","3179"
"Кількість померлих","Одеська","Місячна","2013-M02","5819"
"Кількість померлих","Одеська","Місячна","2013-M03","8870"
"Кількість померлих","Одеська","Місячна","2013-M04","11801"
"Кількість померлих","Одеська","Місячна","2013-M05","14592"
"Кількість померлих","Одеська","Місячна","2013-M06","17085"
"Кількість померлих","Одеська","Місячна","2013-M07","19763"
"Кількість померлих","Одеська","Місячна","2013-M08","22262"
"Кількість померлих","Одеська","Місячна","2013-M09","24758"
"Кількість померлих","Одеська","Місячна","2013-M10","27791"
"Кількість померлих","Одеська","Місячна","2013-M11","30468"
"Кількість померлих","Одеська","Місячна","2013-M12","33523"
"Кількість померлих","Одеська","Місячна","2014-M01","3189"
"Кількість померлих","Одеська","Місячна","2014-M02","6289"
"Кількість померлих","Одеська","Місячна","2014-M03","9282"
"Кількість померлих","Одеська","Місячна","2014-M04","12182"
"Кількість померлих","Одеська","Місячна","2014-M05","15110"
"Кількість померлих","Одеська","Місячна","2014-M06","17481"
"Кількість померлих","Одеська","Місячна","2014-M07","20331"
"Кількість померлих","Одеська","Місячна","2014-M08","23004"
"Кількість померлих","Одеська","Місячна","2014-M09","25508"
"Кількість померлих","Одеська","Місячна","2014-M10","28435"
"Кількість померлих","Одеська","Місячна","2014-M11","31181"
"Кількість померлих","Одеська","Місячна","2014-M12","34155"
"Кількість померлих","Одеська","Місячна","2015-M01","3446"
"Кількість померлих","Одеська","Місячна","2015-M02","6317"
"Кількість померлих","Одеська","Місячна","2015-M03","9638"
"Кількість померлих","Одеська","Місячна","2015-M04","12761"
"Кількість померлих","Одеська","Місячна","2015-M05","15626"
"Кількість померлих","Одеська","Місячна","2015-M06","18158"
"Кількість померлих","Одеська","Місячна","2015-M07","21113"
"Кількість померлих","Одеська","Місячна","2015-M08","23545"
"Кількість померлих","Одеська","Місячна","2015-M09","26047"
"Кількість померлих","Одеська","Місячна","2015-M10","28903"
"Кількість померлих","Одеська","Місячна","2015-M11","31512"
"Кількість померлих","Одеська","Місячна","2015-M12","34555"
"Кількість померлих","Одеська","Місячна","2016-M01","3207"
"Кількість померлих","Одеська","Місячна","2016-M02","5960"
"Кількість померлих","Одеська","Місячна","2016-M03","8840"
"Кількість померлих","Одеська","Місячна","2016-M04","11542"
"Кількість померлих","Одеська","Місячна","2016-M05","14413"
"Кількість померлих","Одеська","Місячна","2016-M06","17170"
"Кількість померлих","Одеська","Місячна","2016-M07","19754"
"Кількість померлих","Одеська","Місячна","2016-M08","22347"
"Кількість померлих","Одеська","Місячна","2016-M09","24761"
"Кількість померлих","Одеська","Місячна","2016-M10","27609"
"Кількість померлих","Одеська","Місячна","2016-M11","30479"
"Кількість померлих","Одеська","Місячна","2016-M12","33570"
"Кількість померлих","Одеська","Місячна","2017-M01","3522"
"Кількість померлих","Одеська","Місячна","2017-M02","6350"
"Кількість померлих","Одеська","Місячна","2017-M03","9278"
"Кількість померлих","Одеська","Місячна","2017-M04","11954"
"Кількість померлих","Одеська","Місячна","2017-M05","14801"
"Кількість померлих","Одеська","Місячна","2017-M06","17350"
"Кількість померлих","Одеська","Місячна","2017-M07","19762"
"Кількість померлих","Одеська","Місячна","2017-M08","22490"
"Кількість померлих","Одеська","Місячна","2017-M09","24868"
"Кількість померлих","Одеська","Місячна","2017-M10","27722"
"Кількість померлих","Одеська","Місячна","2017-M11","30507"
"Кількість померлих","Одеська","Місячна","2017-M12","33361"
"Кількість померлих","Одеська","Місячна","2018-M01","2928"
"Кількість померлих","Одеська","Місячна","2018-M02","5528"
"Кількість померлих","Одеська","Місячна","2018-M03","8765"
"Кількість померлих","Одеська","Місячна","2018-M04","11473"
"Кількість померлих","Одеська","Місячна","2018-M05","14328"
"Кількість померлих","Одеська","Місячна","2018-M06","16844"
"Кількість померлих","Одеська","Місячна","2018-M07","19447"
"Кількість померлих","Одеська","Місячна","2018-M08","22195"
"Кількість померлих","Одеська","Місячна","2018-M09","24632"
"Кількість померлих","Одеська","Місячна","2018-M10","27593"
"Кількість померлих","Одеська","Місячна","2018-M11","30523"
"Кількість померлих","Одеська","Місячна","2018-M12","33607"
"Кількість померлих","Одеська","Місячна","2019-M01","3799"
"Кількість померлих","Одеська","Місячна","2019-M02","6472"
"Кількість померлих","Одеська","Місячна","2019-M03","9265"
"Кількість померлих","Одеська","Місячна","2019-M04","12073"
"Кількість померлих","Одеська","Місячна","2019-M05","15116"
"Кількість померлих","Одеська","Місячна","2019-M06","17595"
"Кількість померлих","Одеська","Місячна","2019-M07","20285"
"Кількість померлих","Одеська","Місячна","2019-M08","22820"
"Кількість померлих","Одеська","Місячна","2019-M09","25080"
"Кількість померлих","Одеська","Місячна","2019-M10","27833"
"Кількість померлих","Одеська","Місячна","2019-M11","30456"
"Кількість померлих","Одеська","Місячна","2019-M12","33091"
"Кількість померлих","Одеська","Місячна","2020-M01","3162"
"Кількість померлих","Одеська","Місячна","2020-M02","5799"
"Кількість померлих","Одеська","Місячна","2020-M03","8513"
"Кількість померлих","Одеська","Місячна","2020-M04","11137"
"Кількість померлих","Одеська","Місячна","2020-M05","13661"
"Кількість померлих","Одеська","Місячна","2020-M06","16205"
"Кількість померлих","Одеська","Місячна","2020-M07","18960"
"Кількість померлих","Одеська","Місячна","2020-M08","21542"
"Кількість померлих","Одеська","Місячна","2020-M09","24306"
"Кількість померлих","Одеська","Місячна","2020-M10","27408"
"Кількість померлих","Одеська","Місячна","2020-M11","30768"
"Кількість померлих","Одеська","Місячна","2020-M12","34809"
"Кількість померлих","Одеська","Місячна","2021-M01","3442"
"Кількість померлих","Одеська","Місячна","2021-M02","6331"
"Кількість померлих","Одеська","Місячна","2021-M03","10114"
"Кількість померлих","Одеська","Місячна","2021-M04","14412"
"Кількість померлих","Одеська","Місячна","2021-M05","17575"
"Кількість померлих","Одеська","Місячна","2021-M06","20386"
"Кількість померлих","Одеська","Місячна","2021-M07","23227"
"Кількість померлих","Одеська","Місячна","2021-M08","25809"
"Кількість померлих","Одеська","Місячна","2021-M09","28599"
"Кількість померлих","Одеська","Місячна","2021-M10","33493"
"Кількість померлих","Одеська","Місячна","2021-M11","38815"
"Кількість померлих","Одеська","Місячна","2021-M12","42422"
"Кількість померлих","Одеська","Місячна","2022-M01","3216"
"Кількість померлих","Одеська","Місячна","2022-M02",""
"Кількість померлих","Одеська","Місячна","2022-M03",""
"Кількість померлих","Одеська","Місячна","2022-M04",""
"Кількість померлих","Одеська","Місячна","2022-M05",""
"Кількість померлих","Одеська","Місячна","2022-M06",""
"Кількість померлих","Одеська","Місячна","2022-M07",""
"Кількість померлих","Одеська","Місячна","2022-M08",""
"Кількість померлих","Одеська","Місячна","2022-M09",""
"Кількість померлих","Одеська","Місячна","2022-M10",""
"Кількість померлих","Одеська","Місячна","2022-M11",""
"Кількість померлих","Одеська","Місячна","2022-M12",""
"Кількість померлих","Полтавська","Місячна","2005-M01","2683"
"Кількість померлих","Полтавська","Місячна","2005-M02","5357"
"Кількість померлих","Полтавська","Місячна","2005-M03","8174"
"Кількість померлих","Полтавська","Місячна","2005-M04","10742"
"Кількість померлих","Полтавська","Місячна","2005-M05","13422"
"Кількість померлих","Полтавська","Місячна","2005-M06","15727"
"Кількість померлих","Полтавська","Місячна","2005-M07","17994"
"Кількість померлих","Полтавська","Місячна","2005-M08","20218"
"Кількість померлих","Полтавська","Місячна","2005-M09","22323"
"Кількість померлих","Полтавська","Місячна","2005-M10","24733"
"Кількість померлих","Полтавська","Місячна","2005-M11","27207"
"Кількість померлих","Полтавська","Місячна","2005-M12","29625"
"Кількість померлих","Полтавська","Місячна","2006-M01","2830"
"Кількість померлих","Полтавська","Місячна","2006-M02","5230"
"Кількість померлих","Полтавська","Місячна","2006-M03","7737"
"Кількість померлих","Полтавська","Місячна","2006-M04","10067"
"Кількість померлих","Полтавська","Місячна","2006-M05","12515"
"Кількість померлих","Полтавська","Місячна","2006-M06","14716"
"Кількість померлих","Полтавська","Місячна","2006-M07","16836"
"Кількість померлих","Полтавська","Місячна","2006-M08","18994"
"Кількість померлих","Полтавська","Місячна","2006-M09","21156"
"Кількість померлих","Полтавська","Місячна","2006-M10","23543"
"Кількість померлих","Полтавська","Місячна","2006-M11","25863"
"Кількість померлих","Полтавська","Місячна","2006-M12","28053"
"Кількість померлих","Полтавська","Місячна","2007-M01","2585"
"Кількість померлих","Полтавська","Місячна","2007-M02","5037"
"Кількість померлих","Полтавська","Місячна","2007-M03","7705"
"Кількість померлих","Полтавська","Місячна","2007-M04","10027"
"Кількість померлих","Полтавська","Місячна","2007-M05","12687"
"Кількість померлих","Полтавська","Місячна","2007-M06","14631"
"Кількість померлих","Полтавська","Місячна","2007-M07","16835"
"Кількість померлих","Полтавська","Місячна","2007-M08","19017"
"Кількість померлих","Полтавська","Місячна","2007-M09","21072"
"Кількість померлих","Полтавська","Місячна","2007-M10","23645"
"Кількість померлих","Полтавська","Місячна","2007-M11","26076"
"Кількість померлих","Полтавська","Місячна","2007-M12","28385"
"Кількість померлих","Полтавська","Місячна","2008-M01","2822"
"Кількість померлих","Полтавська","Місячна","2008-M02","5107"
"Кількість померлих","Полтавська","Місячна","2008-M03","7438"
"Кількість померлих","Полтавська","Місячна","2008-M04","9643"
"Кількість померлих","Полтавська","Місячна","2008-M05","12049"
"Кількість померлих","Полтавська","Місячна","2008-M06","14246"
"Кількість померлих","Полтавська","Місячна","2008-M07","16559"
"Кількість померлих","Полтавська","Місячна","2008-M08","18634"
"Кількість померлих","Полтавська","Місячна","2008-M09","20889"
"Кількість померлих","Полтавська","Місячна","2008-M10","23272"
"Кількість померлих","Полтавська","Місячна","2008-M11","25505"
"Кількість померлих","Полтавська","Місячна","2008-M12","27968"
"Кількість померлих","Полтавська","Місячна","2009-M01","2623"
"Кількість померлих","Полтавська","Місячна","2009-M02","4791"
"Кількість померлих","Полтавська","Місячна","2009-M03","7202"
"Кількість померлих","Полтавська","Місячна","2009-M04","9523"
"Кількість померлих","Полтавська","Місячна","2009-M05","11836"
"Кількість померлих","Полтавська","Місячна","2009-M06","14044"
"Кількість померлих","Полтавська","Місячна","2009-M07","16158"
"Кількість померлих","Полтавська","Місячна","2009-M08","18049"
"Кількість померлих","Полтавська","Місячна","2009-M09","20039"
"Кількість померлих","Полтавська","Місячна","2009-M10","22275"
"Кількість померлих","Полтавська","Місячна","2009-M11","24428"
"Кількість померлих","Полтавська","Місячна","2009-M12","26807"
"Кількість померлих","Полтавська","Місячна","2010-M01","2357"
"Кількість померлих","Полтавська","Місячна","2010-M02","4513"
"Кількість померлих","Полтавська","Місячна","2010-M03","6804"
"Кількість померлих","Полтавська","Місячна","2010-M04","8929"
"Кількість померлих","Полтавська","Місячна","2010-M05","11015"
"Кількість померлих","Полтавська","Місячна","2010-M06","13120"
"Кількість померлих","Полтавська","Місячна","2010-M07","15304"
"Кількість померлих","Полтавська","Місячна","2010-M08","17708"
"Кількість померлих","Полтавська","Місячна","2010-M09","19657"
